Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CHIS-1396,Channel Islands National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax pelagicus,Pelagic Cormorant,Approved,Present,Native,Common,Breeder,,
CHIS-1397,Channel Islands National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax penicillatus,Brandt's Cormorant,Approved,Present,Native,Abundant,Breeder,,
CHIS-1398,Channel Islands National Park,Bird,Suliformes,Sulidae,Sula leucogaster,Brown Booby,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1399,Channel Islands National Park,Bird,Suliformes,Sulidae,Sula nebouxii,Blue-Footed Booby,Approved,Present,Native,Occasional,Vagrant,,
CHIS-1400,Channel Islands National Park,Bird,Suliformes,Sulidae,Sula sula,Red-Footed Booby,Approved,Present,Native,Occasional,Vagrant,,
CONG-1039,Congaree National Park,Bird,Accipitriformes,Accipitridae,Accipiter cooperii,Cooper's Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,
CONG-1040,Congaree National Park,Bird,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CONG-1041,Congaree National Park,Bird,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CONG-1042,Congaree National Park,Bird,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Uncommon,Resident,,
CONG-1043,Congaree National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Present,Native,Abundant,Breeder,Species of Concern,
CONG-1044,Congaree National Park,Bird,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Present,Native,Occasional,Migratory,,
CONG-1045,Congaree National Park,Bird,Accipitriformes,Accipitridae,Buteo swainsoni,Swainson's Hawk,Approved,Present,Native,Rare,Vagrant,,
CONG-1046,Congaree National Park,Bird,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
CONG-1047,Congaree National Park,Bird,Accipitriformes,Accipitridae,Elanoides forficatus,Swallow-Tailed Kite,Approved,Present,Native,Rare,Migratory,Species of Concern,
CONG-1048,Congaree National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Occasional,Breeder,In Recovery,
CONG-1049,Congaree National Park,Bird,Accipitriformes,Accipitridae,Ictinia mississippiensis,Mississippi Kite,Approved,Present,Native,Uncommon,Breeder,,
CONG-1050,Congaree National Park,Bird,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Breeder,Species of Concern,
CONG-1051,Congaree National Park,Bird,Accipitriformes,Cathartidae,Coragyps atratus,Black Vulture,Approved,Present,Native,Common,Breeder,,
CONG-1052,Congaree National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Uncommon,Migratory,Species of Concern,
CONG-1053,Congaree National Park,Bird,Anseriformes,Anatidae,Aix sponsa,Wood Duck,Approved,Present,Native,Common,Breeder,,
CONG-1054,Congaree National Park,Bird,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Rare,Migratory,,
CONG-1055,Congaree National Park,Bird,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Rare,Migratory,,
CONG-1056,Congaree National Park,Bird,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,Approved,Present,Native,Rare,Migratory,,
CONG-1057,Congaree National Park,Bird,Anseriformes,Anatidae,Anas discors,Blue-Winged Teal,Approved,Present,Native,Rare,Migratory,,
CONG-1058,Congaree National Park,Bird,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Approved,Present,Native,Rare,Migratory,,
CONG-1059,Congaree National Park,Bird,Anseriformes,Anatidae,Anas rubripes,American Black Duck,Approved,Present,Native,Rare,Migratory,,
CONG-1060,Congaree National Park,Bird,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,Approved,Present,Native,Rare,Vagrant,,
CONG-1061,Congaree National Park,Bird,Anseriformes,Anatidae,Branta canadensis,Canada Goose,Approved,Present,Native,Uncommon,Resident,,
CONG-1062,Congaree National Park,Bird,Anseriformes,Anatidae,Lophodytes cucullatus,Hooded Merganser,Approved,Present,Native,Uncommon,Resident,,
CONG-1063,Congaree National Park,Bird,Apodiformes,Apodidae,Chaetura pelagica,Chimney Swift,Approved,Present,Native,Abundant,Breeder,,
CONG-1064,Congaree National Park,Bird,Apodiformes,Trochilidae,Archilochus colubris,Ruby-Throated Hummingbird,Approved,Present,Native,Common,Breeder,,
CONG-1065,Congaree National Park,Bird,Caprimulgiformes,Caprimulgidae,Caprimulgus carolinensis,Chuck-Will's-Widow,Approved,Present,Native,Uncommon,Breeder,,
CONG-1066,Congaree National Park,Bird,Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,Whip-Poor-Will,Approved,Present,Native,Uncommon,Breeder,,
CONG-1067,Congaree National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Rare,Migratory,,
CONG-1068,Congaree National Park,Bird,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Approved,Present,Native,Rare,Vagrant,,
CONG-1069,Congaree National Park,Bird,Charadriiformes,Laridae,Larus delawarensis,Ring-Billed Gull,Approved,Present,Native,Rare,Migratory,,
CONG-1070,Congaree National Park,Bird,Charadriiformes,Laridae,Larus philadelphia,Bonaparte's Gull,Approved,Present,Native,Rare,Migratory,,
CONG-1071,Congaree National Park,Bird,Charadriiformes,Laridae,Sterna caspia,Caspian Tern,Approved,Present,Native,Rare,Vagrant,,
CONG-1072,Congaree National Park,Bird,Charadriiformes,Scolopacidae,Actitis macularia,Spotted Sandpiper,Approved,Present,Native,Rare,Migratory,,
CONG-1073,Congaree National Park,Bird,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe,Approved,Present,Native,Rare,Vagrant,,
CONG-1074,Congaree National Park,Bird,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,Approved,Present,Native,Occasional,Breeder,,
CONG-1075,Congaree National Park,Bird,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Approved,Present,Native,Rare,Migratory,,
CONG-1076,Congaree National Park,Bird,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Approved,Present,Native,Rare,Migratory,,
CONG-1077,Congaree National Park,Bird,Ciconiiformes,Ciconiidae,Mycteria americana,Wood Stork,Approved,Present,Native,Occasional,Vagrant,Threatened,
CONG-1078,Congaree National Park,Bird,Columbiformes,Columbidae,Columba livia,Rock Dove,Approved,Present,Not Native,Rare,Vagrant,,
CONG-1079,Congaree National Park,Bird,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove,Approved,Present,Not Native,Rare,Vagrant,,
CONG-1080,Congaree National Park,Bird,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Approved,Present,Native,Common,Breeder,,
CONG-1081,Congaree National Park,Bird,Coraciiformes,Alcedinidae,Megaceryle alcyon,Belted Kingfisher,Approved,Present,Native,Uncommon,Breeder,,
CONG-1082,Congaree National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Common,Breeder,,
CONG-1083,Congaree National Park,Bird,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,Approved,Present,Native,Rare,Migratory,Species of Concern,
CONG-1084,Congaree National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Unknown,,Species of Concern,
CONG-1085,Congaree National Park,Bird,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Migratory,Species of Concern,
CONG-1086,Congaree National Park,Bird,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Approved,Present,Native,Occasional,Resident,,
CONG-1087,Congaree National Park,Bird,Galliformes,Odontophoridae,Colinus virginianus,Northern Bobwhite,Approved,Present,Native,Uncommon,Breeder,,
CONG-1088,Congaree National Park,Bird,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,Approved,Present,Native,Common,Breeder,,
CONG-1089,Congaree National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,"Common Loon, Great Northern Diver, Great Northern Loon",Approved,Not Present (Historical Report),Native,,,Species of Concern,
CONG-1090,Congaree National Park,Bird,Gruiformes,Rallidae,Rallidae,"Coots, Rails, Waterhens",In Review,,,,,,
CONG-1091,Congaree National Park,Bird,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Approved,Present,Native,Uncommon,Resident,,
CONG-1092,Congaree National Park,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,Approved,Present,Native,Abundant,Breeder,,
CONG-1093,Congaree National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,Blue Grosbeak,Approved,Present,Native,Occasional,Breeder,Species of Concern,
CONG-1094,Congaree National Park,Bird,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,Approved,Present,Native,Common,Breeder,,
CONG-1095,Congaree National Park,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Approved,Present,Native,Occasional,Migratory,,
CONG-1096,Congaree National Park,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,Approved,Present,Native,Uncommon,Migratory,,
CONG-1097,Congaree National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Common,Breeder,Species of Concern,
CONG-1098,Congaree National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Resident,Species of Concern,
CONG-1099,Congaree National Park,Bird,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow",Approved,Present,Native,Abundant,Breeder,,
CONG-1100,Congaree National Park,Bird,Passeriformes,Corvidae,Corvus ossifragus,Fish Crow,Approved,Present,Native,Common,Breeder,,
CONG-1101,Congaree National Park,Bird,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Approved,Present,Native,Common,Resident,,
CONG-1102,Congaree National Park,Bird,Passeriformes,Emberizidae,Aimophila aestivalis,Bachman's Sparrow,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CONG-1103,Congaree National Park,Bird,Passeriformes,Emberizidae,Ammodramus henslowii,Henslow's Sparrow,Approved,Present,Native,Rare,Migratory,,
CONG-1104,Congaree National Park,Bird,Passeriformes,Emberizidae,Junco hyemalis,"Dark-Eyed Junco, Slate-Colored Junco",Approved,Present,Native,Uncommon,Resident,,
CONG-1105,Congaree National Park,Bird,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Approved,Present,Native,Uncommon,Resident,,
CONG-1106,Congaree National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Rare,Resident,Species of Concern,
CONG-1107,Congaree National Park,Bird,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Uncommon,Resident,,
CONG-1108,Congaree National Park,Bird,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Rare,Vagrant,,
CONG-1109,Congaree National Park,Bird,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Present,Native,Uncommon,Resident,,
CONG-1110,Congaree National Park,Bird,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",Approved,Present,Native,Common,Breeder,,
CONG-1111,Congaree National Park,Bird,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Rare,Vagrant,,
CONG-1112,Congaree National Park,Bird,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Occasional,Breeder,,
CONG-1113,Congaree National Park,Bird,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,Approved,Present,Native,Occasional,Resident,,
CONG-1114,Congaree National Park,Bird,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Common,Resident,,
CONG-1115,Congaree National Park,Bird,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Rare,Vagrant,,
CONG-1116,Congaree National Park,Bird,Passeriformes,Fringillidae,Carduelis tristis,"American Goldfinch, Common Goldfinch",Approved,Present,Native,Common,Resident,,
CONG-1117,Congaree National Park,Bird,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,Approved,Present,Not Native,Rare,Vagrant,,
CONG-1118,Congaree National Park,Bird,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Occasional,Vagrant,,
CONG-1119,Congaree National Park,Bird,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Occasional,Vagrant,,
CONG-1120,Congaree National Park,Bird,Passeriformes,Hirundinidae,Hirundo pyrrhonota,Cliff Swallow,Approved,Present,Native,Uncommon,Breeder,,
CONG-1121,Congaree National Park,Bird,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,Approved,Present,Native,Uncommon,Breeder,,
CONG-1122,Congaree National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Uncommon,Resident,Species of Concern,
CONG-1123,Congaree National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Unknown,,Species of Concern,
CONG-1124,Congaree National Park,Bird,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"Rough-Winged Swallow, Northern Rough-Winged Swallow",Approved,Present,Native,Occasional,Migratory,,
CONG-1125,Congaree National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,
CONG-1126,Congaree National Park,Bird,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Uncommon,Resident,,
CONG-1127,Congaree National Park,Bird,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,Approved,Present,Native,Rare,Migratory,,
CONG-1128,Congaree National Park,Bird,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,Approved,Present,Native,Rare,Resident,,
CONG-1129,Congaree National Park,Bird,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Rare,Resident,,
CONG-1130,Congaree National Park,Bird,Passeriformes,Icteridae,Icterus spurius,Orchard Oriole,Approved,Present,Native,Rare,Migratory,,
CONG-1131,Congaree National Park,Bird,Passeriformes,Icteridae,Molothrus ater,"Brown-Headed Cowbird, Eastern Cowbird",Approved,Present,Native,Uncommon,Breeder,,
CONG-1132,Congaree National Park,Bird,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Common,Breeder,,
CONG-1133,Congaree National Park,Bird,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,Approved,Present,Native,Rare,Vagrant,,
CONG-1134,Congaree National Park,Bird,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Rare,Vagrant,Species of Concern,
CONG-1135,Congaree National Park,Bird,Passeriformes,Mimidae,Dumetella carolinensis,"Catbird, Gray Catbird",Approved,Present,Native,Uncommon,Resident,,
CONG-1136,Congaree National Park,Bird,Passeriformes,Mimidae,Mimus polyglottos,"Mockingbird, Northern Mockingbird",Approved,Present,Native,Uncommon,Resident,,
CONG-1137,Congaree National Park,Bird,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Uncommon,Breeder,,
CONG-1138,Congaree National Park,Bird,Passeriformes,Motacillidae,Anthus rubescens,American Pipit,Approved,Present,Native,Rare,Vagrant,,
CONG-1139,Congaree National Park,Bird,Passeriformes,Paridae,Baeolophus bicolor,Tufted Titmouse,Approved,Present,Native,Abundant,Breeder,,
CONG-1140,Congaree National Park,Bird,Passeriformes,Paridae,Poecile carolinensis,Carolina Chickadee,Approved,Present,Native,Abundant,Resident,,
CONG-1141,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Common,Migratory,,
CONG-1142,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica castanea,Bay-Breasted Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1143,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica cerulea,Cerulean Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1144,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Abundant,Resident,,
CONG-1145,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica discolor,Prairie Warbler,Approved,Present,Native,Occasional,Migratory,,
CONG-1146,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica dominica,Yellow-Throated Warbler,Approved,Present,Native,Abundant,Breeder,,
CONG-1147,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica fusca,Blackburnian Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1148,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica magnolia,Magnolia Warbler,Approved,Present,Native,Uncommon,Migratory,,
CONG-1149,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Rare,Vagrant,,
CONG-1150,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica pensylvanica,Chestnut-Sided Warbler,Approved,Present,Native,Uncommon,Migratory,,
CONG-1151,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica petechia,"Myrtle Warbler, Yellow Warbler",Approved,Present,Native,Rare,Migratory,,
CONG-1152,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,Approved,Present,Native,Abundant,Breeder,,
CONG-1153,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1154,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica tigrina,Cape May Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1155,Congaree National Park,Bird,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Rare,Migratory,,
CONG-1156,Congaree National Park,Bird,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Uncommon,Breeder,,
